Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,DeoDap International Private Limited
1263-dolphin-handheld-body-massager-for-agony-stress-pain-8-inch,1263 Dolphin Handheld Body Massager for Agony Stress Pain (8 Inch),Title,Default Title,,,,,1263_8Inch_Mini_Dolphin_Massag,,,381
2297-multipurpose-fruit-vegetable-chopper-slicer-chipser-dicer-cutter-and-grater,"2297 12 in 1 Multipurpose Fruit & Vegetable Chopper, Slicer, Chipser, Dicer, Cutter and Grater",Title,Default Title,,,,,2297_12In1_Stylish_Chipser,,,0
1151-5tier-plastic-modular-drawer-system-for-multiple-use-multicolour,1151 5tier Plastic Modular Drawer System For Multiple Use (Brown colour),Title,Default Title,,,,,1151_5Tier_Modular_Drawer,,,0
1380-nail-clipper-for-cutting-nails,1380 Nail Clipper For Cutting Nails,Title,Default Title,,,,,1380_12Pc_Nail_Clipper,,,118
2293-automatic-drinking-cooler-usb-charging-portable-pump-dispenser,2293 Automatic Drinking Cooler USB Charging Portable Pump Dispenser,Title,Default Title,,,,,2293_Automatic_Water_Disp,,,105
2292-serving-tray-set-pack-of-3-pcs-small-medium-large-multicolour,"2292 Serving Tray Set  (Pack of 3 Pcs) (Small, Medium, Large) (Multicolour)",Title,Default Title,,,,,2292_3Pc_Tray_Set,,,0
2291-dish-drainer-rack-2-layer-drying-rack-with-water-removing-tray-sink-multicolour,2291 Dish Drainer Rack 2 Layer Drying Rack with Water Removing Tray Sink (Multicolour),Title,Default Title,,,,,2291_2layer_Dish_Drain_Rack,,,94
0396-ice-cream-design-led-humidifier-for-freshening-air-fragrance-multicoloured,0396 Ice Cream Design LED Humidifier for Freshening Air & Fragrance (Multicoloured),Title,Default Title,,,,,0396_Ice_Cream_Humidifier,392620,CN,93
5001-business-startup-kit,5001 Business Startup kit,Title,Default Title,,,,,5001_startupkit_500Rs,,,0
2161-10-in-1-multifunctional-vegetable-fruits-cutter-slicer-shredder-with-rotating-drain-basket,2161 10 in 1 Multifunctional Vegetable Fruits Cutter/Slicer Shredder with Rotating Drain Basket,Title,Default Title,,,,,2161_10in1_slicer_basket,,,420
7014-plastic-6-in-1-vegetable-slicer-cutter-multicolour,7014 Plastic 6 In 1 Vegetable Slicer Cutter (Multicolour),Title,Default Title,,,,,7014_Loose_6In1_Slicer,,,1392
1909-jumbo-size-go-to-school-kids-play-tent-house-multicolour,1909 Jumbo Size Go to School Kids Play Tent House (Multicolour),Title,Default Title,,,,,1909_AT09_SomPari_Play_Tent,,,0
7013-manual-fruit-vegetable-juicer-with-strainer-multicolour,7013 Manual Fruit Vegetable Juicer with Strainer (Multicolour),Title,Default Title,,,,,7013_SS_Strainer_Juicer,,,0
1378-hair-styling-headband-hair-hoop-hair-band-multicolour,1378 Hair Styling Headband Hair Hoop Hair Band (Multicolour),Title,Default Title,,,,,1378_Hair_Twister,,,1075
1376-velvet-electric-water-bag-for-instant-pain-relief-multicolour,1376 Velvet Electric Water Bag For Instant Pain Relief (Multicolour),Title,Default Title,,,,,1376_Loose_Velvet_Heat_Bag,,,0
2290-heat-resistant-non-stick-spoon-tools-set-set-of-6,2290 Heat-Resistant  Spoon Tools Set (Set of 6),Title,Default Title,,,,,2290_Heat_Resistant_KTool_6Pc,,,34
2289-adjustable-vegetable-storage-rack-multi-coloured,2289 Adjustable Vegetable Storage Rack (Multi Coloured),Title,Default Title,,,,,2289_Premium_Adj_Rack_1Pc,,,4916
1819-unique-premium-analogue-stylish-watch-with-metallic-wrist-band,1819 Unique & Premium Analogue Stylish Watch with Metallic Wrist Band,Title,Default Title,,,,,1819_Watch_Wt19,,,0
1818-unique-premium-analogue-stylish-watch-with-stylish-wrist-band,1818 Unique & Premium Analogue Stylish Watch With Stylish Wrist Band,Title,Default Title,,,,,1818_Watch_Wt18,,,35
1817-unique-premium-analogue-stylish-watch-with-silicon-wrist-band,1817 Unique & Premium Analogue Stylish Watch With Silicon Wrist Band,Title,Default Title,,,,,1817_Watch_Wt17,,,30
0438-tubing-pipe-cutter,0438 Tubing Pipe Cutter,Title,Default Title,,,,,0438_tubing_cutter,820340,CN,1211
1317-3-in-1-shaker-sipper-glass-with-detachable-storage-container-300ml,1317 3 in 1 Shaker Sipper Glass with Detachable Storage Container (300Ml),Title,Default Title,,,,,1317_3in1_Fancy_Glass,,,1881
1147-non-toxic-holi-water-balloons-pack-of-500-balloons-multicolour,1147 Non Toxic Holi Water Balloons (Pack of 500 Balloons) (Multicolour),Title,Default Title,,,,,1147_Holi_Balloons_500Pc,,,246
1345-plastic-wash-basin-toilet-seat-cleaning-brush-multicolour,1375 Plastic Wash Basin/Toilet Seat Cleaning Brush (Multicolour),Title,Default Title,,,,,1375_Wash_Basin_Brush,,,84
2286-matka-shaped-jar-with-air-tight-leak-proof-lid-multicolour-set-of-6,2286 Matka Shaped Jar with Air Tight & Leak Proof Lid (Multicolour) (Set of 6) (900Ml),Title,Default Title,,,,,2286_Airtight_Matka_Bowl_6Pc,,,201
2287-plastic-salt-pepper-shakers-masala-dabbi-multicolour,2287  Plastic Salt & Pepper Shakers/Masala Dabbi (Multicolour),Title,Default Title,,,,,2287_Loose_Salt_Pepper_Shaker,,,170
1146-air-conditioner-remote-mobile-phone-wall-mount-storage-holder-multicolour,1146 Air Conditioner Remote Mobile Phone Wall Mount Storage Holder (Multicolour),Title,Default Title,,,,,1146_3In1_Multi_Stand_1Pc,,,1210
1596-grommet-rivets-eyelet-setting-pliers-tool,1596 Grommet Rivets Eyelet Setting Pliers Tool,Title,Default Title,,,,,1596_Grommet_Setting_Tool,,,1195
1373-tuition-bag-multicolour,1373 Tuition Bag (Multicolour),Title,Default Title,,,,,1373_Tuition_Bag,,,0
1372-swimming-bag-multicolour,1372 Swimming Bag (Multicolour),Title,Default Title,,,,,1372_Swimming_Bag,,,0
1145-multipurpose-lightweight-2-in-1-foldable-travel-bag,1145 Multipurpose Lightweight 2 in 1 Foldable Travel Bag,Title,Default Title,,,,,1145_2In1_Folding_Bag,,,0
0126-folding-barbeque-charcoal-grill-oven-black-carbon-steel,"0126 Folding Barbeque Charcoal Grill Oven (Black, Carbon Steel)",Title,Default Title,,,,,0126_barbecue_grill,,,492
0850-2-in-1-multi-function-plastic-window-slot-keyboard-wardrobe-dust-removal-cleaning-brush,0850 2 in 1 Multi-Function Plastic Window Slot Keyboard Wardrobe Dust Removal Cleaning Brush,Title,Default Title,,,,,0850_Edge_Cleaning_Brush,,,29
2285-stainless-steel-knife-set-with-chef-peeler-and-scissor-6-pieces,2285 Stainless Steel Knife Set With Chef Peeler And Scissor (6 Pieces),Title,Default Title,,,,,2285_6Pc_Family_Knife_Set,,,138
1144-silicone-ice-cube-trays-2-pack-24-cavity-per-ice-tray-multicolour,1144  Silicone Ice Cube Trays 24 Cavity Per Ice Tray [Multicolour],Title,Default Title,,,,,1144_24Cavity_Ice_Tray,,,0
1594-3-in-1-ballpoint-function-stylus-pen-with-mobile-stand,1594 3 in 1 Ballpoint Function Stylus Pen with Mobile Stand,Title,Default Title,,,,,1594_3In1_Pen,,,662
0714-reusable-silicone-cleaning-brush-scrubber-gloves-multicolor,0714 Reusable Silicone Cleaning Brush Scrubber Gloves (Multicolor),Title,Default Title,,,,,0714_scrubber_gloves,,,3888
1080-reusable-silicone-airtight-leakproof-food-storage-bag-1-ltr,1080 Reusable Silicone Airtight Leakproof Food Storage Bag - 1 ltr,Title,Default Title,,,,,1080_1Ltr_Silicon_Bag,,,1106
0350-multi-function-beauty-equipment-skin-face-massage-bar-beauty-vibrating-massage-tool,0350 Multi-Function Beauty Equipment Skin Face Massage Bar (Beauty Vibrating Massage Tool),Title,Default Title,,,,,0350_pen_massager,901910,CN,0
1242-automatic-spray-sanitizer-air-freshener-humidifier,1242 Automatic Spray Sanitizer Air freshener Humidifier,Title,Default Title,,,,,1242_Bulb_Humidifier,,,1132
1371-dividers-tray-organizer-clear-plastic-bead-storage-tray-multicolour,1371 Dividers Tray Organizer Clear Plastic Bead Storage Tray (Multicolour),Title,Default Title,,,,,1371_Loose_5Sec_Socks_Tray,,,62
1370-type-c-otg-adapter,1370 Type-C OTG Adapter,Title,Default Title,,,,,1370_Type_C_Otg,,,488
0172-rubber-pet-cleaning-massaging-grooming-glove-brush,0172 Rubber Pet Cleaning Massaging Grooming Glove Brush,Title,Default Title,,,,,0172_pet_wash_brush,,,379
0351-4-in-1-blackhead-whitehead-extractor-remover-device-acne-pimple-pore-cleaner-vacuum-suction-tool,0351 -4 In 1 Blackhead Whitehead Extractor Remover Device Acne Pimple Pore Cleaner (Vacuum Suction Tool),Title,Default Title,,,,,0351_vacuum_suction_tool,,,1223
1370-multipurpose-small-rectangular-stainless-steel-adhesive-hooks-set-of-6,1593 Multipurpose Small Rectangular Stainless Steel Adhesive Hooks (Set of 6),Title,Default Title,,,,,1593_Adv_SS_Hook_6Pc,,,697
2283-manual-mini-small-plastic-food-chopper-with-extra-sharpe-blades-375-ml-multicolour,2283 Manual Mini Small Plastic Food Chopper With Extra Sharpe Blades (325 ml) (Multicolour),Title,Default Title,,,,,2283_Pull_Chopper_375Ml,,,727
0677-anti-cutting-resistant-hand-safety-cut-proof-protection-gloves-multicolour,0677 Anti Cutting Resistant Hand Safety Cut-Proof Protection Gloves  (Multicolour),Title,Default Title,,,,,0677_Loose_Cut_Resi_Gloves,401590,,1087
1592-anti-burst-exercise-heavy-duty-gym-ball-multicolour,1592 Anti-Burst Exercise Heavy Duty Gym Ball (Multicolour) (75Cm) (No Box & No Pump),Title,Default Title,,,,,1592_Loose_Gym_Ball_75Cm,,,251
1590-wooden-hammer-for-pinata-cake,1590 Wooden Hammer For Pinata Cake,Title,Default Title,,,,,1590_Sqr_Pinata_Hammer,,,288
0725-stainless-steel-pizza-cutter-pastry-cutter-sandwiches-cutter,0725 Stainless Steel Pizza Cutter/Pastry Cutter/Sandwiches Cutter,Title,Default Title,,,,,0725_Curly_Pizza_Cutter,392410,IN,607
2282-portable-hand-crank-air-blower-fan-for-charcoal-grill-bbq,2282 Portable Hand Crank Air Blower Fan for Charcoal Grill BBQ,Title,Default Title,,,,,2282_Bbq_Air_Blower,,,2581
0230-stainless-steel-cloth-hanger-12-pcs,0230 Stainless Steel Cloth Hanger (12 pcs),Title,Default Title,,,,,0230_steel_hanger_12pc,732393,IN,312
1368-cloth-drying-non-slip-light-plastic-clips-multicolour-pack-of-12,1368 Cloth Drying Non-Slip Light Plastic Clips  (Multicolour) (Pack of 12),Title,Default Title,,,,,1368_12Pc_Lion_Clip_Pin,,,526
1369-plastic-cloth-double-pin-clips-for-cloth-dying-cloth-multicolour,1369 Plastic Cloth Double Pin Clips for cloth Dying cloth (multicolour) (Pack of 12),Title,Default Title,,,,,1369_12Pc_Double_Pin_Clip,,,119
2218-stainless-steel-garlic-presser-crusher-multicolour,2281 Stainless Steel Garlic Presser /Crusher (Multicolour),Title,Default Title,,,,,2281_Round_Garlic_Press,,,1661
1589-rotatable-splash-proof-3-modes-water-saving-nozzle-filter-faucet-sprayer,1589 Rotatable Splash Proof 3 Modes Water Saving Nozzle Filter Faucet Sprayer,Title,Default Title,,,,,1589_3Mode_Water_Faucet,,,97
2280-food-covers-mesh-net-kitchen-umbrella-practical-home-using-food-cover-multicolour,2280 Food Covers Mesh Net Kitchen Umbrella Practical Home Using Food Cover (Multicolour),Title,Default Title,,,,,2280_Umbrella_Food_Cover,,,3353
1367-plastic-round-cloth-drying-stand-hanger-with-24-clips-multicolour,1367 Plastic Round Cloth Drying Stand Hanger with 24 Clips (Multicolour),Title,Default Title,,,,,1367_24Pc_Multipurpose_Clip,,,0
1366-plastic-round-cloth-drying-stand-hanger-with-18-clips-multicolour,1366 Plastic Round Cloth Drying Stand Hanger with 18 Clips (Multicolour),Title,Default Title,,,,,1366_18Pc_Multipurpose_Clip,,,97
2275-apple-shape-plastic-container-3-pcs-set-1500ml-800ml-500ml,"2275 Apple Shape Plastic Container 3-Pcs Set (1500ml,800ml,500ml)",Title,Default Title,,,,,2275_3Pc_Apple_Jar,,,0
2279-fridge-bags-for-fruits-and-vegetables-with-zip-net-multicolour,2279 Fridge Bags for Fruits and Vegetables with Zip Net (Multicolour),Title,Default Title,,,,,2279_B_Grade_Food_Net_Bag,,,0
2278-lemon-squeezer-press-with-deep-bowl-multicolour,2278 Lemon Squeezer Press with Deep Bowl (Multicolour),Title,Default Title,,,,,2278_Aluminium_Lemon_Squeez,,,145
2277-3-5-ltr-water-rover-jug-plastic-multi-coloured,2277 3.5 LTR Water Rover Jug (Plastic) (Multi-coloured),Title,Default Title,,,,,2277_3_5Ltr_Nexa_Jug,,,0
1365-plastic-cloth-clips-for-cloth-dying-cloth-clips-multicolour,1365 Plastic Cloth Clips for cloth Dying cloth clips (multicolour),Title,Default Title,,,,,1365_Semi_Cloth_Clip_12Pc,,,0
1346-multipurpose-12-pcs-cloth-clips-multicolour,1364 Multipurpose 12 Pcs Cloth Clips (Multicolour),Title,Default Title,,,,,1364_Fighter_Cloth_Clip_12Pc,,,687
2276-insulated-water-jug-7-litres-multicolour,2276 Insulated Water Jug 7 Litres (Multicolour),Title,Default Title,,,,,2276_Insulated_Jug_7Ltr,,,0
1588-professional-two-sided-beef-meat-hammer-tenderizer,1588 Professional Two Sided Beef/Meat Hammer Tenderizer,Title,Default Title,,,,,1588_Meat_Hammer,,,203
1587-40-watt-led-rechargeable-dual-mode-head-torch,1587 40 Watt LED Rechargeable Dual Mode Head Torch,Title,Default Title,,,,,1587_40Watt_Head_Lamp,,,0
1363-wireless-bluetooth-sensor-12w-music-multicolor-led-bulb-with-remote-controller,1363 Wireless Bluetooth Sensor 12W Music Multicolor LED Bulb with Remote Controller,Title,Default Title,,,,,1363_12W_Led_Music_Bulb,,,52
1586-bio-degradable-eco-friendly-garbage-trash-bags-rolls-24-x-32-green,"1586 Bio-degradable Eco Friendly Garbage/Trash Bags Rolls (24"" x 32"") (Green) (Pack of 20)",Title,Default Title,,,,,1586_Green_Garbage_24x32,,,123
1585-bio-degradable-eco-friendly-garbage-trash-bags-rolls-19-x-21-green,"1585 Bio-degradable Eco Friendly Garbage/Trash Bags Rolls (19"" x 21"") (Green) (Pack of 30)",Title,Default Title,,,,,1585_Green_Garbage_19x21,,,1068
1584-decorative-wooden-landscape-art-with-hooks-for-wall-hanging,1584 Decorative Wooden Landscape Art with Hooks for Wall Hanging,Title,Default Title,,,,,1584_Horizontal_4Hook_Art,,,0
1583-decorative-wooden-vertical-scenery-with-hooks-for-wall-hanging,1583 Decorative Wooden Vertical Scenery with Hooks for Wall Hanging,Title,Default Title,,,,,1583_Vertical_4Hook_Art,,,0
2274-air-tight-apple-shape-storage-container-500-ml-800-ml-and-1500-ml-4-pcs-each-size-12-pcs,"2274 Air Tight Apple Shape Storage Container - 500 ml, 800 ml and 1500 ml (4 Pcs Each Size, 12 Pcs)",Title,Default Title,,,,,2274_12Pc_Apple_Jar,,,78
2273-square-hygienic-roti-chapati-multi-print-design-cover,2273 Square Hygienic Roti/Chapati Multi Print Design Cover,Title,Default Title,,,,,2273_Square_Roti_Cover,,,94
2272-round-hygienic-roti-chapati-print-design-cover,2272 Round Hygienic Roti/Chapati Print Design Cover,Title,Default Title,,,,,2272_Round_Roti_Cover,,,39
0863-unbreakable-plastic-mickey-shaped-kids-snack-serving-plate,0863 Unbreakable Plastic Mickey Shaped Kids/Snack Serving Plate,Title,Default Title,,,,,0863_Mickey_Plate,,,1997
1141-multipurpose-shelf-storage-rack-organizer-caddy-basket-with-sticker,1141 Multipurpose Shelf Storage Rack Organizer Caddy Basket with Sticker,Title,Default Title,,,,,1141_Heart_Caddy_Basket,,,0
1582-stainless-steel-wall-mount-set-top-box-stand,1582 Stainless Steel Wall Mount Set Top Box Stand,Title,Default Title,,,,,1582_SS_Setup_Box_Stand,,,0
3677-mason-jar-with-airtight-lids-1000-ml-multicolour,3676 Mason Jar with Airtight lids (1000 ml) (multicolour),Title,Default Title,,,,,3676_Milky_Way_1000ml,,,0
3681-plastic-airtight-locked-food-storage-containers-for-kitchen-300ml-multicolour,3681 Plastic Airtight Locked Food Storage Containers For Kitchen (300ml) (multicolour),Title,Default Title,,,,,3681_Locked_Jar_300ml,,,0
654-3-in-1-plastic-soap-box-for-bathroom-and-sink-organizer-multicolour,3654 3 in 1 Plastic Soap Box for Bathroom and Sink Organizer (Multicolour),Title,Default Title,,,,,3654_River_3in1_Dish,,,0
3684-food-storage-containers-kitchen-containers-for-storage-set-1000-ml-2000ml-3000-ml-set-of-3-multicoloured,"3684 Food Storage Containers Kitchen Containers for Storage Set 1000 ml, 2000ml, 3000 ml (Set of 3) (multicoloured)",Title,Default Title,,,,,3684_Round_Con_Set_3pcs,,,0
3683-plastic-airtight-locked-food-storage-containers-for-kitchen-1200ml-multicolour,3683 Plastic Airtight Locked Food Storage Containers For Kitchen (1200ml) (multicolour),Title,Default Title,,,,,3683_Locked_Jar_1200ml,,,0
3682-plastic-airtight-food-storage-containers-for-kitchen,3682 Plastic Airtight Locked Food Storage Containers For Kitchen (600ml) (multicolour),Title,Default Title,,,,,3682_Locked_Jar_600ml,,,0
1140-hexagonal-wall-mount-storage-rack-shelf-for-home-decoration-set-of-3,1140 Hexagonal Wall Mount Modern Art for Home Decoration (Set of 3),Title,Default Title,,,,,1140_Hexa_Art_3Pc,,,0
1581-green-compostable-corn-starch-garbage-bags-17-x-19,"1581 Green Compostable Corn Starch Garbage Bags (17"" x 19"") (Pack of 30)",Title,Default Title,,,,,1581_Green_Garbage_17X19,,,305
3677-mason-jar-with-airtight-lids-2000-ml,3677 Mason Jar with Airtight lids (2000 ml),Title,Default Title,,,,,3677_Milky_Way_2000ml,,,0
3652-self-draining-soap-holder-dish-for-bathroom,3652 Self Draining Soap Holder/Dish for Bathroom,Title,Default Title,,,,,3652_Stream_Soap_Dish,,,0
3653-2-in-1-soap-keeping-plastic-case-for-bathroom-use,3653 2 in 1 Soap keeping Plastic Holder for Bathroom use,Title,Default Title,,,,,3653_Lake_2in1_Dish,,,0
3670-plastic-pedal-dustbin-desk-dustbin,3670 Plastic Pedal Dustbin/Desk Dustbin,Title,Default Title,,,,,3670_Padal_Small_Dustbin,,,0
3695-ivory-container-750ml,3695 Ivory Container  750ml,Title,Default Title,,,,,3695_Tiktok_Ivory_750ml,,,0
2270-multipurpose-smart-shelf-basket-storage-basket-set-3-pc,2270 Multipurpose Smart Shelf Basket  Storage Basket (Set 3 Pc),Title,Default Title,,,,,2270_Box_Smart_Basket_3Pc,,,417
1139-3-pcs-multicolor-wooden-floral-design-for-wall-art,1139 3 Pcs Multicolor Wooden Floral Design For Wall Art,Title,Default Title,,,,,1139_Wall_Art_3Pc,,,58
1580-digital-multi-purpose-kitchen-weighing-scale-ts500,1580 Digital Multi-Purpose Kitchen Weighing Scale (TS500),Title,Default Title,,,,,1580_TS500_Compact_Scale,,,153
2268-stainless-steel-forks-with-comfortable-grip-dining-fork-set-of-6-pcs,2268 Stainless Steel Forks with Comfortable Grip Dining Fork Set of 6 Pcs,Title,Default Title,,,,,2268_B_Grade_Fork_6Pc,,,272
2269-stainless-steel-spoon-with-comfortable-grip-dining-spoon-set-of-6-pcs,2269 Stainless Steel Spoon with Comfortable Grip Dining Spoon Set of 6 Pcs,Title,Default Title,,,,,2269_B_Grade_Spoon_6Pc,,,391
2266-multipurpose-kitchen-organizer-rack-with-water-storing-tray,2266 Multipurpose Kitchen Organizer Rack with Water Storing Tray,Title,Default Title,,,,,2266_Color_Box_kitch_Rack,,,0
2267-5-ltr-water-rover-jug-plastic-multi-coloured,2267 5 LTR Water Rover Jug (Plastic) (Multi-coloured),Title,Default Title,,,,,2267_5Ltr_Water_Jug,,,0
2265-stainless-steel-finger-guard-cutting-protector,2265 Stainless Steel Finger Guard Cutting Protector,Title,Default Title,,,,,2265_Finger_Guard,,,0
1362-print-waterproof-canvas-laundry-bag,1362 Print Waterproof Canvas Laundry Bag,Title,Default Title,,,,,1362_Printed_Laundry_Bag,,,0
3700-star-shaped-self-design-soap-case-holder-for-bathroom,3700 Star Shaped Self Design Soap Case Holder for Bathroom,Title,Default Title,,,,,3700_Star_Soap_Case,,,0
3673-airtight-food-storage-container-with-locking-lids-700-ml,3673 Airtight Food Storage Container with Locking Lids (700 ml),Title,Default Title,,,,,3673_Dream_land_700ml,,,0
3696-toothbrush-toothpaste-stand-holder-bathroom-storage,3696 Toothbrush Toothpaste Stand Holder Bathroom Storage,Title,Default Title,,,,,3696_Ozone_Stand,,,0
3432-premium-quality-foam-stainless-steel-handle-bathroom-floor-cleaning-wiper,3432 Premium Quality Foam Plastic Handle Bathroom Floor Cleaning Wiper,Title,Default Title,,,,,3432_Kitchen_Wiper,,,0
1361-hair-straightener-hair-straightening-comb-brush,1361 Hair Straightener Hair Straightening Comb Brush,Title,Default Title,,,,,1361_Hair_Straightener_906A,,,0
2264-compartment-box-with-handle-push-lock,2264 Compartment Box with Handle & Push Lock,Title,Default Title,,,,,2264_Premium_Travel_box,,,0
1138-flexible-silicone-honeycomb-design-37-cavity-ice-cube-tray-with-lid,1138 Flexible Silicone Honeycomb Design 37 Cavity Ice Cube Tray,Title,Default Title,,,,,1138_37Cavity_Ice_Tray,,,308
3657-multipurpose-airtight-food-storage-containers-set-of-3-pcs,3657 Multipurpose Airtight Food Storage Containers (Set of 3 pcs),Title,Default Title,,,,,3657_Locked_Jar_3pcs,,,52
2263-plastic-adjustable-over-sink-dish-drainer-multi-coloured,2263 Plastic Adjustable Over Sink Dish Drainer (Multi coloured),Title,Default Title,,,,,2263_3In1_Adj_Basket,,,601
3675-standard-mason-jar-with-airtight-lids-600-ml,3675 Standard Mason Jar with Airtight lids (600 ml),Title,Default Title,,,,,3675_Milky_Way_600ml,,,0
3651-plastic-soap-case-for-bathroom,3651 Plastic Soap Case for Bathroom,Title,Default Title,,,,,3651_Pond_Soap_Dish,,,0
7605-cube-combo-set-pack-of-20-multi-coloured,7605 Cube Combo Set (Pack of 20) (Multi Coloured),Title,Default Title,,,,,7605_20Pc_Antic_Cube,,,0
3438-scrub-sponge-cleaning-pads-aqua-green,3438 Scrub Sponge Cleaning Pads Aqua Green (Pack Of 6),Title,Default Title,,,,,3438_Green_Pad_Small,,,260
3656-plastic-car-mini-dustbin-trash-bin-dust-case-best-for-traveling-multicolour,3656 Plastic Car Mini Dustbin/Trash Bin Dust Case Best for Traveling (Multicolour),Title,Default Title,,,,,3656_Zadoli_Car_Dustbin,,,35
1137-3-different-shape-reusable-popsicle-moulds,1137 Cake Decorating Baking 3 Cavity Cactus Silicone Chocolate Mold (Pink),Title,Default Title,,,,,1137_3Shape_Sili_Mold,,,0
1136-balloon-pack-for-birthday-party-decoration-occasions-100pac,1136 Balloon Pack for Birthday Party Decoration & Occasions (100 pcs),Title,Default Title,,,,,1136_Birthday_Baloon_100Pc,,,0
1359_holi_balloons_111pc,1359 Holi Magic Water Balloons for Kids - 111 pcs (Multicolor),Title,Default Title,,,,,1359_Holi_Balloons_111Pc,,,613
7009_450ml_grey_chopper,"7009 Multipurpose Manual Hand Held Vegetable Chopper, Cutter, Slicer with Storage Lid - 400 ml (Grey Color)",Title,Default Title,,,,,7009_450Ml_Grey_Chopper,,,897
2256-airtight-plastic-juice-glass-sipper-bottle-with-straw,2256 Airtight Plastic Juice Glass/Sipper Bottle with Straw,Title,Default Title,,,,,2256_Juice_Bottle_2Pc,,,0
1358-multipurpose-all-weather-arm-sleeves-for-sports-and-outdoor-activities,1358 Multipurpose All Weather Arm Sleeves for Sports and Outdoor activities,Title,Default Title,,,,,1358_let_slim_Arm_Sleeve,,,1935
2255-multi-purpose-unbreakable-drinking-glass,2255 Multi Purpose Unbreakable Drinking Glass (Pack Of 6),Title,Default Title,,,,,2255_Tiktok_Glass_6Pc,,,0
2253-multipurpose-vegetables-and-fruit-plastic-storage-bowl-with-cap,2253 Multipurpose Vegetables and Fruit Plastic Storage Bowl with Cap,Title,Default Title,,,,,2253_Bowl_With_Cap,,,0
1133-heart-shape-ice-cube-tray,1133  Heart Shape Ice Cube Tray,Title,Default Title,,,,,1133_Heart_Ice_Tray,,,0
1579-bottle-mop-for-home-cleaning,1579 Bottle Mop for Home Cleaning,Title,Default Title,,,,,1579_Stick_Bottle_Mop,,,448
1132-multifunctional-hat-with-sun-glass-cooling-fan-for-adults-and-kids,1132 Multifunctional Hat with Sun Glass & Cooling Fan for Adults and Kids,Title,Default Title,,,,,1132_5In1_Cap,,,0
1357-multifunctional-unisex-neck-gaiter-headband-for-dust-sun-protection-headwear,1357 Multifunctional Unisex Neck Gaiter Headband for Dust & Sun Protection Headwear,Title,Default Title,,,,,1357_9In1_Mask,,,1006
1356-washing-machine-scalegon-powder-for-machine-tub-cleaner-100-gm,1356 Washing Machine Scalegon Powder for Machine Tub Cleaner (100 gm),Title,Default Title,,,,,1356_Scalegone_Powder_100Gm,,,277
7604-high-speed-multicolor-cube,7604 High Speed Multicolor Cube,Title,Default Title,,,,,7604_Fancy_Rubic_Cube,,,50
2251-heart-shape-masala-spice-box-container,2251 Heart Shape Multipurpose Masala/Spice Box Container,Title,Default Title,,,,,2251_Heart_Shape_Spicebox,,,0
1130-3-in-1-soap-keeping-plastic-case-for-bathroom-use,1130 3 in 1 Soap keeping Plastic Case for Bathroom use,Title,Default Title,,,,,1130_3In1_Soap_Case,,,0
1129-simple-soap-keeping-plastic-case-for-bathroom-use,1129 Simple Soap keeping Plastic Case for Bathroom use,Title,Default Title,,,,,1129_Simple_Soap_Case,,,0
1128-covered-soap-keeping-plastic-case-for-bathroom-use,1128 Covered Soap keeping Plastic Case for Bathroom use,Title,Default Title,,,,,1128_Cover_Soap_Case,,,0
1127-2-in-1-soap-keeping-plastic-case-for-bathroom-use,1127 2 in 1 Soap keeping Plastic Case for Bathroom use,Title,Default Title,,,,,1127_2In1_Soap_Case,,,0
2250-plastic-multipurpose-tea-and-coffee-strainer-pack-of-3,2250 Plastic Multipurpose Tea and Coffee Strainer (Pack of 3),Title,Default Title,,,,,2250_3Pc_Cmb_Strainer,,,0
2249-plastic-multipurpose-juice-strainer,2249 Plastic Multipurpose Juice Strainer,Title,Default Title,,,,,2249_MR_7_Juice_Strainer,,,0
2247-juice-strainers-multicolour,2247 Juice Strainers (Multicolour),Title,Default Title,,,,,2247_MR_5_Juice_Strainer,,,218
2245-tea-and-coffee-strainers-multicolour,2245 Tea and Coffee Strainers (Multicolour),Title,Default Title,,,,,2245_No_2_Strainer,,,168
2244-tea-and-coffee-strainers-multicolour,2244 Tea and Coffee Strainers (Multicolour),Title,Default Title,,,,,2244_No_1_Strainer,,,78
1578-2-in-1-hand-cultivator-and-trowel-gardening-tool-with-wooden-handle,1578 2 in 1 Double Hoe Gardening Tool with Wooden Handle,Title,Default Title,,,,,1578_2In1_Garden_Tool,,,2815
7008-manual-stainless-steel-blades-compact-hand-held-vegetable-chopper-slicer-brown-package-box,7008 Manual Stainless Steel Blades Compact Hand Held Vegetable Chopper/Slicer (Brown Package Box) (425 ml),Title,Default Title,,,,,7008_Brown_Box_Atm_Chop,,,697
1125-closet-organizer-drawer-dividers-plastic-partition-cabinet-clapboard-8-pcs,1125 Closet Organizer Drawer Dividers Plastic Partition Cabinet Clapboard - 8 Pcs,Title,Default Title,,,,,1125_Multi_Dividers_8Pc,,,0
3077-electric-camphor-diffuser-kapoor-dani,3077 Electric Camphor Diffuser Kapoor Dani,Title,Default Title,,,,,3077_Premium_Kapoor_Dani,,,0
1355-multipurpose-capsule-bottle-shape-portable-storage-organizer,1355 Multipurpose Capsule Bottle Shape Portable Storage Organizer,Title,Default Title,,,,,1355_Capsule_Bottle,,,2147
