PRODUCT NAME,PROD CODE,CATEGORY,MRP,DISCOUNT,GST%,SELLING RATE,SELLING RATE WITHOUT GST,HSN CODE,Image Src
"0455 Wooden Handle Hedge Shears, Bush Clipper",0455,Garden,429,20,18,343,291,820810,https://cdn.shopify.com/s/files/1/1916/9825/products/qj.jpg?v=1619125424
0188 1000W-220V Water Heater Portable Electric Immersion Element Boiler,0188,Home Improvement,324,10,18,292,247,851617,https://cdn.shopify.com/s/files/1/1916/9825/products/0188.jpg?v=1618531197
0705 Multi-function Hanging Window Sill Drying Rack Easy Folding Drying Rack Balcony Retractable Drying Shoe Rack,0705,Kitchen,799,10,18,719,609,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0705psd.jpg?v=1625166044
0220 Sweeper Floor Dust Cleaning Mop Broom with Dustpan 360 Rotary,0220,Cleaning Supplies,789,15,18,671,568,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/0220.jpg?v=1618531252
"0171 Plastic Container Set, 200ml, Set of 6",0171,"Kitchen Storage, Container & Rack",359,15,18,305,259,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0171.jpg?v=1618531159
0212 Lantern Shape LED Flash Light,0212,Home Decor,304,10,18,274,232,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0212.jpg?v=1619073240
0700 Kitchen/Bathroom Round Napkin Toilet Paper Holder - 14 inch,0700,Home Improvement,529,20,18,423,359,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/31XLc57zGPL.jpg?v=1606573454
0699 Kitchen/Bathroom Square Napkin Toilet Paper Holder - 14 inch,0699,Home Improvement,529,20,18,423,359,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/699_14In_Sq_Napkin_7c3cf379-cca8-4fc3-9803-9fc7eded0464.jpg?v=1606573451
0178 Kitchen Food Processor (Chop N Churn),0178,Kitchen,399,10,18,359,304,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0178.jpg?v=1618531175
0703 Multi Purpose Wall Mount Mobile Stand (H-105),0703,Mobile Holder & Stand,339,10,18,305,259,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_1ac07004-bf3e-4c59-9a92-2e7abe3ba159.jpg?v=1619125782
0702 Multi Purpose Wall Mount Stand for Set top box,0702,Home Improvement,744,30,18,521,441,852990,https://cdn.shopify.com/s/files/1/1916/9825/products/702_82f62c3b-7b01-40be-bb0e-973d56c6dc22.jpg?v=1606573464
0701 Multi Purpose Wall Mount Stand for Set top box (H-103),0701,Home Improvement,759,35,18,493,418,0,https://cdn.shopify.com/s/files/1/1916/9825/products/07014.jpg?v=1614900057
0698 Kitchen/Bathroom Square Napkin Toilet Paper Holder - 7 inch (H-110),0698,Home Improvement,484,30,18,339,287,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/698_7In_Sq_Napkin_Ring_7559ad4e-5def-48c7-9631-3e207b1ce0d5.jpg?v=1606573448
0697 Multi Purpose Tooth Brush Holder/Tooth Paste Stand   (H-107),0697,Home Improvement,449,20,18,359,304,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/697_53dae329-dd00-4783-abfc-4af60e1064fe.jpg?v=1606573444
0696 Multi Purpose Corner Wall Mount Shelf - 12 x 12 Inch  (H-101),0696,Home Improvement,709,30,18,496,421,0,https://cdn.shopify.com/s/files/1/1916/9825/products/694_95_96_6536835b-51e5-4329-993e-c185853db81b.jpg?v=1606573441
0695 Multi Purpose Corner Wall Mount Shelf - 10 x 10 Inch  (H-101),0695,Home Improvement,614,15,18,522,442,0,https://cdn.shopify.com/s/files/1/1916/9825/products/694_95_96_5350d77a-5954-4226-8afb-0ea7f12f3891.jpg?v=1606573438
0694 Multi Purpose Corner Wall Mount Shelf - 8 x 8 Inch  (H-101),0694,Home Improvement,694,30,18,486,412,0,https://cdn.shopify.com/s/files/1/1916/9825/products/694_95_96_61cfa4dd-dcf5-4de3-8b77-de49d3b17d7a.jpg?v=1606573435
0693 Multi Purpose Wall Mount Shelf - 12 x 5.5 inch (H-102),0693,Home Improvement,729,40,18,437,371,0,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE0693.jpg?v=1620321900
0692 Multi Purpose Wall Mount Shelf - 10 x 5.5 inch (H-102),0692,Home Improvement,624,25,18,468,397,0,https://cdn.shopify.com/s/files/1/1916/9825/products/692_693_c1696656-050e-49a2-bffb-20dcd167ce91.jpg?v=1606573428
0049 Chocotown Premium Milk Compound 400gm | Chocotown Milk Choco Slab |,0049,Chocolate,344,0,18,344,292,180610,https://cdn.shopify.com/s/files/1/1916/9825/products/milk_front_4d348e8d-908f-4c27-8e29-5205c7dae1b6.jpg?v=1606564404
0050 Chocotown Premium White Compound 400gm | Chocotown White Choco Slab |,0050,Chocolate,384,5,18,365,309,180610,https://cdn.shopify.com/s/files/1/1916/9825/products/white_front_68901cc5-6c82-4552-9187-f9ba5c1b5d51.jpg?v=1606564414
0054 Choco Nutri Chocolate Spreads - Premium Hazelnuts Spreads - 350 gm,0054,"Jams, Honey & Spreads",604,20,18,483,409,180610,https://cdn.shopify.com/s/files/1/1916/9825/products/2_7616de4c-015a-4540-8fc0-3af18fc6f30a.jpg?v=1606564475
0265 Adjustable Universal Car Mobile Phone Holder,0265,Mobile Holder & Stand,269,0,18,269,228,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0265.jpg?v=1618531365
"0882 Double Sided Nano Adhesive Tape, 3 meter Washable Traceless Nano Gel Tape, Multipurpose",0882,Office Supply,484,30,18,339,287,391990,https://cdn.shopify.com/s/files/1/1916/9825/products/3mtr_0044a34d-e5e6-44b0-aa96-1dd6384721f4.jpg?v=1606575874
0170 Lunch Box (200 ml each Container) with Attractive Stand - 4 pcs,0170,"Kitchen Storage, Container & Rack",414,10,18,373,316,842310,https://cdn.shopify.com/s/files/1/1916/9825/products/cbb982a1-f7a7-405e-9534-69031a869568_1.jpg?v=1617924375
"0581 Stainless Steel Straws & Brush (4 Bent straws, 1 Brush) -5pcs",0581,Kitchen,234,0,18,234,198,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0581.jpg?v=1619125600
0255 Portable LED Reading Light Adjustable Dimmable Touch Control Desk Lamp,0255,Home Decor,304,10,18,274,232,940540,https://cdn.shopify.com/s/files/1/1916/9825/products/0255.jpg?v=1618531347
0324 -360° 1080P WiFi Home Security Camera,0324,Security,1959,25,18,1469,1245,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0324.jpg?v=1618531519
0323 Panoramic Camera Light Bulb (WiFi Wireless Smart spy Bulb),0323,Security,2399,40,18,1439,1220,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0323.jpg?v=1628791696
0133 Portable USB Electric Juicer - 6 Blades (Protein Shaker),0133,Kitchen,824,20,18,659,559,850940,https://cdn.shopify.com/s/files/1/1916/9825/products/0133.jpg?v=1617924293
0131 Portable USB Electric Juicer - 4 Blades (Protein Shaker),0131,Kitchen,754,15,18,641,543,850940,https://cdn.shopify.com/s/files/1/1916/9825/products/0131.jpg?v=1617924289
0263 Universal Car Various Function Holder,0263,Mobile Holder & Stand,464,25,18,348,295,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/0263.jpg?v=1618531361
0264 Universal Bike Phone Mount for Bike Handlebars,0264,Mobile Holder & Stand,369,15,18,314,266,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/0264.jpg?v=1618531364
0099 Square Plastic Gas Cylinder Trolley,0099,Kitchen,329,10,18,296,251,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0099.jpg?v=1617924211
"0098 Foldable Chopping Board, Dish Rack, Washing Bowl & Draining Basket, 3in1 Multi-Function",0098,Kitchen,709,40,18,425,361,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0098.jpg?v=1617924209
0186 Solid Imitation Copper Lock,0186,Security,434,25,18,326,276,830140,https://cdn.shopify.com/s/files/1/1916/9825/products/0186.jpg?v=1618531194
0377  Adjustable Royal Posture Back Support Brace Unisex,0377,"Beauty, Health & Personal Care",509,30,18,356,302,630710,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_1422f56a-b70e-46a7-8769-6b39084c82fe.jpg?v=1618531697
0074 Fruit and Vegetable Juicer nano or mini Juicer,0074,Kitchen,449,10,18,404,342,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/21_1d3fdc33-0a33-4eae-a0d0-74145f6dda3b.jpg?v=1619125348
0576 Multi-Function Collapsible  Self Defense Stick Extended,0576,Sports,789,30,18,552,468,732393,https://cdn.shopify.com/s/files/1/1916/9825/products/0576.jpg?v=1619125591
0523 Gold Plated Poker Playing Cards (Golden),0523,Toys For Kids,484,25,18,363,308,940440,https://cdn.shopify.com/s/files/1/1916/9825/products/052301.jpg?v=1630007348
"0881  Double Sided Nano Adhesive Tape, 5 meter Washable Traceless Nano Gel Tape, Multipurpose",0881,Office Supply,549,30,18,384,326,391990,https://cdn.shopify.com/s/files/1/1916/9825/products/1_909aa432-423a-4963-ac76-05f3941e2b59.jpg?v=1606575859
0532 Portable High Pressure Tire 116 psi Air Pump Foot Inflator with Gauge,0532,Automotive,1009,10,18,908,770,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0532.jpg?v=1618532027
"0542 Gardening Tools - Hand Cultivator, Big Trowel, Garden Fork (Set of 3)",0542,Garden,484,35,18,315,267,820790,https://cdn.shopify.com/s/files/1/1916/9825/products/0542.jpg?v=1618532051
0649 stainless steel Bicycle shape Pizza cutter,0649,Kitchen,359,15,18,305,259,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0649.jpg?v=1619125729
0083 Stainless Steel French Fries Potato Chips Strip Cutter Machine,0083,Kitchen,759,5,18,721,611,732393,https://cdn.shopify.com/s/files/1/1916/9825/products/0083.jpg?v=1619125381
0584 Food Grade Silicone Straws (4pcs),0584,Kitchen,424,20,18,339,287,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/0584.jpg?v=1619125604
0530 Professional Ceramic Plate Hair Styler Straightener,0530,"Beauty, Health & Personal Care",429,20,18,343,291,851631,https://cdn.shopify.com/s/files/1/1916/9825/products/0530.jpg?v=1618532024
"0859 46 Pcs Plastic Art Colour Set with Color Pencil, Crayons, Oil Pastel and Sketch Pens",0859,Toys For Kids,499,20,18,399,338,950300,https://cdn.shopify.com/s/files/1/1916/9825/products/IMG-20200630-WA0097.jpg?v=1606575505
0860 Plastic 2 in 1 Mirror Come Photo Frame with Led Light,0860,Home Decor,599,20,18,479,406,700910,https://cdn.shopify.com/s/files/1/1916/9825/products/IMG-20200713-WA0058.jpg?v=1606575526
0879 24K Artificial Golden Rose/Gold Red Rose with Gift Box (10 inches),0879,Gift,399,15,18,339,287,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/1_6d3e46ee-d998-4c76-b9a7-9d4d56534d02.jpg?v=1606575831
"0579 Set of 4 Stainless Steel Straws & Brush (2 Straight straws, 2 Bent straws, 1 Brush)",0579,Kitchen,249,0,18,249,211,732393,https://cdn.shopify.com/s/files/1/1916/9825/products/057901.jpg?v=1630007359
"0526 High Pressure Deluxe/Strong Foot Pump For Bicycle, Car, Bike",0526,Automotive,784,25,18,588,498,841410,https://cdn.shopify.com/s/files/1/1916/9825/products/0526.jpg?v=1618532013
0877 Heavy Duty Industrial Cutter Knife 18mm,0877,Hardware,439,45,18,241,205,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/IMG-20200801-WA0103.jpg?v=1606575796
0876 Portable LED Ashtray Cup Holder for Cars/Truck/Auto,0876,Automotive,249,0,18,249,211,0,https://cdn.shopify.com/s/files/1/1916/9825/products/IMG-20200729-WA0037.jpg?v=1606575772
0352 Thermal Head Spa Cap Treatment with Beauty Steamer Nourishing Heating Cap,0352,"Beauty, Health & Personal Care",649,30,18,454,385,851631,https://cdn.shopify.com/s/files/1/1916/9825/products/0352.jpg?v=1618531611
0577 Imported Mini Portable Pen Light LED Flashlight Pocket Medical Torch Light,0577,Office Supply,439,30,18,307,260,960810,https://cdn.shopify.com/s/files/1/1916/9825/products/0577.jpg?v=1619125593
0874 Rechargeable Camping Lantern LED Solar Emergency Light Bulb,0874,Home Decor,519,20,18,415,352,940520,https://cdn.shopify.com/s/files/1/1916/9825/products/1_5bdaa803-a3c8-4d06-b907-57894a184e64.jpg?v=1606575737
0111 Dining/Cutlery Set with Coconut Tree Design stand(24pcs),0111,"Kitchen Storage, Container & Rack",614,0,18,614,520,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0111_3f98acfd-33b4-4619-95f3-bfdc1cef441d.jpg?v=1617924246
"0862 Refrigerator base Stand 4pcs, Washing Machine Stand, Furniture Base Stand, Fridge Stands",0862,Home Improvement,324,20,18,259,220,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/1_201a7ae1-1e67-4e96-9058-2648dc6b2b75.jpg?v=1606575560
0582 Garden Shears Pruners Scissor,0582,Garden,429,15,18,365,309,732393,https://cdn.shopify.com/s/files/1/1916/9825/products/0582.jpg?v=1637840719
0248 Laundry Hamper Mesh Fabric For Ventilation Foldable Storage Pop Up Clothes Basket,0248,Home Improvement,299,10,18,269,228,420211,https://cdn.shopify.com/s/files/1/1916/9825/products/0248.jpg?v=1618531331
"0541 Small sized Hand Cultivator, Small Trowel, Garden Fork (Set of 3)",0541,Garden,304,10,18,274,232,820790,https://cdn.shopify.com/s/files/1/1916/9825/products/0541_0021c1df-9e7d-46a3-91fa-b9b9a1e48344.jpg?v=1618399826
"0648 Water Pump Adjustable Plier Wrench Slip Joint Type, Chrome Plated (10 inch)",0648,Power & Hand tools,439,25,18,329,279,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0648.jpg?v=1619125727
0613 Textured Anti Skid Drawer Mat (45 x 150 cm),0613,Home Improvement,439,30,18,307,260,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0613.jpg?v=1619125659
0612 Textured Anti Skid Drawer Mat (45 x 500 cm),0612,Home Improvement,659,20,18,527,447,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0612.jpg?v=1619125657
"0573 Fibreglass Nail Hammer(450 GMS / 13"")",0573,Power & Hand tools,439,10,18,395,335,820590,https://cdn.shopify.com/s/files/1/1916/9825/products/0573.jpg?v=1619125584
0209 Decoratives -Potted Plastic Artificial Plants,0210,Home Decor,529,20,18,423,359,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0209_b7129644-c3e1-4f32-bd72-db83d786cba6.jpg?v=1618531234
"0956 Premium Champs High Absorbent Pant Style Diaper Extra Large(XL) Size, 32 Pieces (956_XLar_32)",0956,Baby Care,714,0,18,714,605,961900,https://cdn.shopify.com/s/files/1/1916/9825/products/41lbmnpYE7L_3e4edfa1-a4b0-4337-8b13-75e1913f3ab6.jpg?v=1606576150
"0954 Premium Champs High Absorbent Pant Style Diaper Large Size, 34 Pieces (954_Large_34)",0954,Baby Care,704,0,18,704,597,961900,https://cdn.shopify.com/s/files/1/1916/9825/products/81ERiXf31cL._SL1500_6c9d2cb0-7fe1-4478-8860-d49c14759fa6.jpg?v=1606576144
"0952 Premium Champs High Absorbent Pant Style Diaper Medium Size, 40 Pieces (952_Medium_40)",0952,Baby Care,779,10,18,701,594,961900,https://cdn.shopify.com/s/files/1/1916/9825/products/91vHi1gqbuL._SL1500_bafd5d17-9515-475d-9822-1dac5b94b1d1.jpg?v=1606576138
"0950 Premium Champs High Absorbent Pant Style Diaper Small Size, 42 Pieces (950_Small_42)",0950,Baby Care,724,20,18,579,491,961900,https://cdn.shopify.com/s/files/1/1916/9825/products/8149_2BNJDEKL._SL1500_5429f008-bf9e-4af8-be0e-258ef6eee1f4.jpg?v=1606576131
0546 Portable LCD Digital Hanging Luggage Scale,0546,Travel,694,30,18,486,412,690919,https://cdn.shopify.com/s/files/1/1916/9825/products/0546.jpg?v=1618532063
"0452 -46pcsMetal 1/4"" Socket Set (Black, 46pcs)",0452,Hardware,1584,35,18,1030,873,820540,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_914bce4f-b1d3-4783-bd6e-0c62fbc5349c.jpg?v=1620321851
"0479 Garden Shears Sharp Cutter Pruners Scissor, Pruner",0479,Garden,599,25,18,449,381,820740,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_0057f16a-d72b-43c0-9923-d983bef0e569.jpg?v=1619125494
"0243 4-Layer Mop and Broom Holder, Garden Tool Organizer, Multipurpose Wall Mounted",0243,Home Improvement,769,40,18,461,391,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/0243.jpg?v=1618531323
0512 Heavy Duty Tire Inflator Gauge Air Compressor Accessories,0512,Automotive,529,30,18,370,314,841440,https://cdn.shopify.com/s/files/1/1916/9825/products/0512.jpg?v=1618531982
0408 -6pcs Metal HSS Circular Saw Blade Set Cutting Discs for Rotary Tool,0408,Hardware,629,40,18,377,320,820340,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_4c1f2437-a27d-4877-9bef-085f108c056a.jpg?v=1618531761
0095 Revolving Plastic Spice Rack Masala Organiser (12 pcs ),0095,"Kitchen Storage, Container & Rack",789,10,18,710,602,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0095.jpg?v=1617924205
"0435 Ultra thin Cutting Disc, 4 Inch Super Thin Diamond Saw Blade for Cutting Porcelain Tiles, Granite Marble Ceramics (4"")",0435,Hardware,439,35,18,285,242,0,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_c42f8d92-2931-4cfb-8f8c-5652bc7f5918.jpg?v=1618531880
"0420 Ultra thin Cutting wheel/Disc, 110 mm Super Thin Diamond Saw Blade Cutting Wheel (Pack of 1)",0420,Hardware,439,20,18,351,298,0,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_90d2027d-82cd-4b9f-b3ca-279a70d8fe1a.jpg?v=1618531816
"0425 Steel and Iron Cutting Wheel 4"" (107 x 1 x 16 mm)",0425,Hardware,439,20,18,351,298,0,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_caaae634-37a8-4d63-9985-de8cb9333d02.jpg?v=1618531850
0349 Micro Touch Solo Men's Trimmer,0349,"Beauty, Health & Personal Care",809,35,18,526,446,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0349.jpg?v=1618531607
0097 Revolving Plastic Spice Rack Masala Organiser (8 Pcs),0097,"Kitchen Storage, Container & Rack",529,10,18,476,403,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0097.jpg?v=1617924208
0100 Plastic Spice Rack Masala Organiser (6 Pcs),0100,"Kitchen Storage, Container & Rack",484,15,18,411,349,392490,https://cdn.shopify.com/s/files/1/1916/9825/products/0100.jpg?v=1617924213
0477 Plastic Garden Hose Nozzle Water Spray Gun Connector Tap Adapter Set,0477,Garden,359,15,18,305,259,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_9028446a-ae72-4630-9e14-be1039bcb990.jpg?v=1619125484
"0217 LED Dream Night Light, Auto ON/Off Sensor Mushroom Lamp (Multicolor)",0217,Home Decor,299,5,18,284,241,940540,https://cdn.shopify.com/s/files/1/1916/9825/products/0217.jpg?v=1618531246
0198 Wall Mounted Mop & Broom Hanger Holder (With box),0198,Home Improvement,344,20,18,275,233,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/1132132132.jpg?v=1617965885
"0229 -8-Claw Octopus Hanging Dryer 16 Clothes pegs, Simple to fold up and Put Away",0229,Home Improvement,759,45,18,417,354,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0229.jpg?v=1618531282
0293 5 in 1 Selfie Stick,0293,Mobile Selfie Stick,1229,20,18,983,833,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0293_dd076fde-d235-4c28-98a9-d8f3950d6548.jpg?v=1618531417
"0219 Cushion Seat Flex Pillow, Gel Orthopedic Seat Cushion Pad (Egg Sitter)",0219,Home Improvement,694,10,18,625,529,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0219b.jpg?v=1618531250
"0313 Digital Writing Tablet, 4.4-inch LCD Writing Pad eWriter (No return policy)",0313,Toys For Kids,484,35,18,315,267,0,https://cdn.shopify.com/s/files/1/1916/9825/products/4_806c52ce-fbd4-42b5-b056-52e8668bd522.jpg?v=1622137129
0949 Stretch Wrap Roll for Luggage Packing/Wrapping (White Stretch Film per KG any size),0949,Other,1999,30,18,1399,1186,0,https://cdn.shopify.com/s/files/1/1916/9825/products/rapping_roll_1_0ec80644-161a-43e9-b239-5481798e003b.jpg?v=1606576128
0905 Tamper Proof Courier Bags(12X14 PLAIN 180 POD M1) - 100 pcs,0905,Other,739,5,18,702,595,392391,https://cdn.shopify.com/s/files/1/1916/9825/products/2_cc56270e-08dd-4910-bf43-52a445392957.jpg?v=1606575942
0902 Tamper Proof Courier Bags(09X12 PLAIN 180 POD M1) - 100 pcs,0902,Other,664,20,18,531,450,392391,https://cdn.shopify.com/s/files/1/1916/9825/products/09X12_a752a8a8-6ec8-4a03-8aab-662773d728da.jpg?v=1606575933
0901 Tamper Proof Courier Bags(8X10 PLAIN 180 POD M1) - 100 pcs,0901,Other,529,10,18,476,403,392391,https://cdn.shopify.com/s/files/1/1916/9825/products/8X10_e412a0cb-0ba9-42fe-a860-3eb3eee7784b.jpg?v=1606575930
0900 Tamper Proof Courier Bags(6.5X08 PLAIN 180 POD M1) - 100 pcs,0900,Other,409,20,18,327,277,392321,https://cdn.shopify.com/s/files/1/1916/9825/products/6.5_X08_4e3fd060-6209-407f-990a-c437e22b6fba.jpg?v=1606575911
0866 Silver color Coin for Gift & Pooja (Not silver metal),0866,Gift,494,55,18,222,188,711890,https://cdn.shopify.com/s/files/1/1916/9825/products/41Z-ej1jfjL.jpg?v=1606575613
0062 Smart Baskets for Storage(Set of 3),0062,"Kitchen Storage, Container & Rack",439,5,18,417,353,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/0062.jpg?v=1617924124
"0114 Virgin Plastic French Fry Chipser, Potato Chipser/Potato Slicer with Container",0114,Kitchen,729,35,18,474,402,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0114.jpg?v=1617924252
0717 Hand Gloves Leather Split 1 Pair,0717,Gloves,399,30,18,279,237,401590,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_d37dc2f9-15af-4638-be37-ce178a5f1320.jpg?v=1619125820
089 Stainless Steel Vegetable Fruit Apple Pear Cutter Slicer,0089,Kitchen,434,30,18,304,257,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0089.jpg?v=1617924445
"0078 Plastic Aachar Pickle Container/Chutney/Mukhwas Tray/Masala Tray/Dining Spice Stand (Set of 4 Jar, 2 Spoon, 1 Tray,)",0078,"Kitchen Storage, Container & Rack",379,10,18,341,289,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0078.jpg?v=1617924185
"0458 Metal Glass Cutter, Gold",0458,Power & Hand tools,304,0,18,304,258,820790,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_cad5e8ef-3c54-442d-a6ec-64dd8c706eda.jpg?v=1619125430
0240 3 Layer Mop and Broom Holder,0240,Home Improvement,684,40,18,410,348,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/0240.jpg?v=1618531318
0101 Compact & Powerful Hand Held Vegetable Chopper (650 ml),0101,Kitchen,494,35,18,321,272,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0101.jpg?v=1617924215
0404 Flawless Body Total Body Hair Remover,0404,"Beauty, Health & Personal Care",849,35,18,552,468,0,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_757ca3c0-ea63-4edb-bb3d-25843e393213.jpg?v=1618531749
"0643 Multipurpose (MH-200) LCD Screen Digital Electronic Portable Mini Pocket Scale(Weighing Scale), 200g",0643,Kitchen,699,40,18,419,355,842310,https://cdn.shopify.com/s/files/1/1916/9825/products/0643.jpg?v=1619125713
0641 -600g Hatchet Axe Fiberglass Body Rubberized Handle,0641,Garden,694,30,18,486,412,820590,https://cdn.shopify.com/s/files/1/1916/9825/products/064105.jpg?v=1630602412
0348 Men's Beard and Hair Curling Straightener (Modelling Comb),0348,"Beauty, Health & Personal Care",564,35,18,367,311,851631,https://cdn.shopify.com/s/files/1/1916/9825/products/0348.jpg?v=1618531603
0640 Garden Pressure Sprayer Bottle 1.5 Litre Manual Sprayer,0640,Garden,519,25,18,389,330,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0640.jpg?v=1619125706
0470 -5 Liter Watering Can / Bucket For Gardening,0470,Garden,649,30,18,454,385,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_5d07b596-bff4-4fa8-a6ee-38250af3363b.jpg?v=1619125466
"0464 Folding Saw(180 mm) for Trimming, Pruning, Camping. Shrubs and Wood",0464,Garden,569,35,18,370,313,820790,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_7c7a7403-6d2c-4be0-bcfb-9dcf167659e5.jpg?v=1619125443
0454 Electric Drill Machine Tool Kit (10mm),0454,Hardware,1209,15,18,1028,871,0,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_81d4703c-3ede-425c-b499-8eda2bb83f1a.jpg?v=1619125423
0071 Plastic Vegetable Chopper  (1000 ml),0071,Kitchen,499,30,18,349,296,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0071.jpg?v=1617924156
0067 2 in 1 Kitchen Vegetable Smart Cutter and Chopper,0067,Kitchen,304,10,18,274,232,392440,https://cdn.shopify.com/s/files/1/1916/9825/products/0067.jpg?v=1617924139
"0075 Dryfruit Box, Chocolates Box, Sweet Box, Mouth Freshener Box, Indian Mukhwas Box (Set of 4, Green)",0075,Kitchen,644,5,18,612,518,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0075.jpg?v=1617924180
"0077 Dryfruit Box, Chocolates Box, Sweet Box, Mouth Freshener Box, Indian Mukhwas Box (Set of 2, Orange)",0077,Kitchen,439,10,18,395,335,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0077.jpg?v=1618893496
"0090 Kitchen Press Set 12 pcs, Silver (Kitchen_Press)",0090,Kitchen,649,25,18,487,413,392321,https://cdn.shopify.com/s/files/1/1916/9825/products/0090.jpg?v=1633934323
"0102 Kitchen Knife Set with Wooden Block and Scissors (5 pcs, Black)",0102,Kitchen,659,40,18,395,335,392490,https://cdn.shopify.com/s/files/1/1916/9825/products/0102.jpg?v=1617924216
0060 Power free blender,0060,Kitchen,244,0,18,244,207,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_5508fa99-4f1a-4972-aa99-4e4f0e76a812.jpg?v=1622137117
0109 Plastic Handheld Egg Cracker with Separator,0109,Kitchen,434,30,18,304,257,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0109.jpg?v=1617924243
0638 Hot Melt Glue Gun (20-watt),0638,Office Supply,264,0,18,264,224,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0638.jpg?v=1619125705
0636 Gorilla Tripod Fully Flexible Tripod (6 Inch),0636,Mobile Holder & Stand,324,15,18,275,233,900610,https://cdn.shopify.com/s/files/1/1916/9825/products/0636.jpg?v=1619125701
0634 Smart Candy Box,0634,Kitchen,419,30,18,293,249,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0634_ea12eb62-1d2a-4583-9ed7-50ba3d21d80b.jpg?v=1619125695
"0364 Notebook Style Slim Water Bottle (380 ml, Multicolor)",0364,"Kitchen Storage, Container & Rack",359,20,18,287,243,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_d5180f20-21bd-4150-8cbe-c67d07f6cb88.jpg?v=1618531657
